@Comp_Define_ID,COMP1, COMP2(AG), COMP3(AA),COMP4,COMP5,
@UNIT,TIME(h),DV(umol/L),AMT(umol),Rat dose = 2.4 mg/kg,4.8 mg/kg,12mg/kg
@ Rat Weight = 250 g,,,,,,
@CMT 2 = AG in central,,,CMT 3 = AA in central,,,
@ID,TIME,DV,AMT,MDV,CMT,DOSE
11,480,0.001638652,0,0,2,3.222341568
11,480,0.000647008,0,0,3,3.222341568
12,0,0,3.222341568,1,1,3.222341568
12,15,0.026879267,0,0,2,3.222341568
12,15,0.010533001,0,0,3,3.222341568
12,30,0.051814954,0,0,2,3.222341568
12,30,0.012915284,0,0,3,3.222341568
12,45,0.076767435,0,0,2,3.222341568
12,45,0.013168728,0,0,3,3.222341568
12,60,0.070370458,0,0,2,3.222341568
12,60,0.016609452,0,0,3,3.222341568
12,90,0.036419446,0,0,2,3.222341568
12,90,0.014179484,0,0,3,3.222341568
12,120,0.012181267,0,0,2,3.222341568
12,120,0.008154604,0,0,3,3.222341568
12,240,0.004486909,0,0,2,3.222341568
12,240,0.003477961,0,0,3,3.222341568
12,480,0.00374052,0,0,2,3.222341568
12,480,0.001660217,0,0,3,3.222341568
14,0,0,8.055853921,1,1,8.055853921
14,15,0.025319273,0,0,2,8.055853921
14,15,0.10020849,0,0,3,8.055853921
14,30,0.032344536,0,0,2,8.055853921
14,30,0.10170673,0,0,3,8.055853921
14,45,0.03791345,0,0,2,8.055853921
14,45,0.079413907,0,0,3,8.055853921
14,60,0.033642143,0,0,2,8.055853921
14,60,0.061724766,0,0,3,8.055853921
14,90,0.024505735,0,0,2,8.055853921
14,90,0.046544128,0,0,3,8.055853921
14,120,0.023047269,0,0,2,8.055853921
14,120,0.03045727,0,0,3,8.055853921
14,240,0.014750258,0,0,2,8.055853921
14,240,0.040637669,0,0,3,8.055853921
14,480,0.00375658,0,0,2,8.055853921
14,480,0.004509931,0,0,3,8.055853921
15,0,0,8.055853921,1,1,8.055853921
15,15,0.049919046,0,0,2,8.055853921
15,15,0.15939128,0,0,3,8.055853921
15,30,0.07502011,0,0,2,8.055853921
15,30,0.11649685,0,0,3,8.055853921
15,45,0.033174993,0,0,2,8.055853921
15,45,0.054830339,0,0,3,8.055853921
15,60,0.019495461,0,0,2,8.055853921
15,60,0.022828716,0,0,3,8.055853921
15,90,0.013913149,0,0,2,8.055853921
15,90,0.015609385,0,0,3,8.055853921
15,120,0.009182904,0,0,2,8.055853921
15,120,0.013973991,0,0,3,8.055853921
15,240,0.004076837,0,0,2,8.055853921
15,240,0.008630629,0,0,3,8.055853921
15,480,0,0,1,2,8.055853921
15,480,0,0,1,3,8.055853921
16,0,0,8.055853921,1,1,8.055853921
16,15,0.03371392,0,0,2,8.055853921
16,15,0.070508045,0,0,3,8.055853921
16,30,0.053764071,0,0,2,8.055853921
16,30,0.056146051,0,0,3,8.055853921
16,45,0.03592499,0,0,2,8.055853921
16,45,0.033467296,0,0,3,8.055853921
16,60,0.027137543,0,0,2,8.055853921
16,60,0.024535203,0,0,3,8.055853921
16,90,0.029471238,0,0,2,8.055853921
16,90,0.022735066,0,0,3,8.055853921
16,120,0.032858423,0,0,2,8.055853921
16,120,0.032965705,0,0,3,8.055853921
16,240,0.010810988,0,0,2,8.055853921
16,240,0.005697451,0,0,3,8.055853921
16,480,0.001947458,0,0,2,8.055853921
16,480,0.001039463,0,0,3,8.055853921
17,0,0,8.055853921,1,1,8.055853921
17,15,0.027148278,0,0,2,8.055853921
17,15,0.09553025,0,0,3,8.055853921
17,30,0.081400123,0,0,2,8.055853921
17,30,0.080228762,0,0,3,8.055853921
17,45,0.041585022,0,0,2,8.055853921
17,45,0.040479293,0,0,3,8.055853921
17,60,0.046942646,0,0,2,8.055853921
17,60,0.063533443,0,0,3,8.055853921
17,90,0.036704605,0,0,2,8.055853921
17,90,0.044552738,0,0,3,8.055853921
17,120,0.04055251,0,0,2,8.055853921
17,120,0.059031098,0,0,3,8.055853921
17,240,0.010979991,0,0,2,8.055853921
17,240,0.023752867,0,0,3,8.055853921
17,480,0.002728567,0,0,2,8.055853921
17,480,0.002453183,0,0,3,8.055853921
18,0,0,8.055853921,1,1,8.055853921
18,15,0.036948697,0,0,2,8.055853921
18,15,0.070881867,0,0,3,8.055853921
18,30,0.050351854,0,0,2,8.055853921
18,30,0.05437415,0,0,3,8.055853921
18,45,0.055011201,0,0,2,8.055853921
18,45,0.035608143,0,0,3,8.055853921
18,60,0.064740308,0,0,2,8.055853921
18,60,0.027763563,0,0,3,8.055853921
18,90,0.055932613,0,0,2,8.055853921
18,90,0.030790901,0,0,3,8.055853921
18,120,0.046273865,0,0,2,8.055853921
18,120,0.047612194,0,0,3,8.055853921
18,240,0.00764089,0,0,2,8.055853921
18,240,0.016925964,0,0,3,8.055853921
18,480,0.001391277,0,0,2,8.055853921
18,480,0.000519919,0,0,3,8.055853921
