TABLE NO.  1
 ID          TIME        DV          MDV         CMT         DL          IPRED       IWRES       DV          PRED        RES         WRES
  5.0000E+00  5.0000E+00  6.9791E-01  0.0000E+00  1.0000E+00  1.0000E+00  5.4645E-01  1.5146E-01  6.9791E-01  5.4645E-01  1.5146E-01  8.7083E-01
  5.0000E+00  5.0000E+00  1.0137E-01  0.0000E+00  2.0000E+00  1.0000E+00  5.5928E-02  4.5447E-02  1.0137E-01  5.5928E-02  4.5447E-02  2.6130E-01
  5.0000E+00  5.0000E+00  3.0011E-01  0.0000E+00  3.0000E+00  1.0000E+00  3.1462E-01 -1.4511E-02  3.0011E-01  3.1462E-01 -1.4511E-02 -8.3430E-02
  5.0000E+00  1.0000E+01  3.3251E-01  0.0000E+00  1.0000E+00  1.0000E+00  2.6973E-01  6.2787E-02  3.3251E-01  2.6973E-01  6.2787E-02  3.6100E-01
  5.0000E+00  1.0000E+01  7.5230E-02  0.0000E+00  2.0000E+00  1.0000E+00  5.4691E-02  2.0539E-02  7.5230E-02  5.4691E-02  2.0539E-02  1.1809E-01
  5.0000E+00  1.0000E+01  2.9453E-01  0.0000E+00  3.0000E+00  1.0000E+00  3.1336E-01 -1.8829E-02  2.9453E-01  3.1336E-01 -1.8829E-02 -1.0826E-01
  5.0000E+00  1.5000E+01  2.9694E-01  0.0000E+00  1.0000E+00  1.0000E+00  1.3197E-01  1.6497E-01  2.9694E-01  1.3197E-01  1.6497E-01  9.4852E-01
  5.0000E+00  1.5000E+01  6.5308E-02  0.0000E+00  2.0000E+00  1.0000E+00  3.9933E-02  2.5375E-02  6.5308E-02  3.9933E-02  2.5375E-02  1.4589E-01
  5.0000E+00  1.5000E+01  2.6111E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.3203E-01  2.9078E-02  2.6111E-01  2.3203E-01  2.9078E-02  1.6718E-01
  5.0000E+00  2.0000E+01  1.9322E-01  0.0000E+00  1.0000E+00  1.0000E+00  6.4281E-02  1.2894E-01  1.9322E-01  6.4281E-02  1.2894E-01  7.4135E-01
  5.0000E+00  2.0000E+01  3.8275E-02  0.0000E+00  2.0000E+00  1.0000E+00  2.5844E-02  1.2430E-02  3.8275E-02  2.5844E-02  1.2430E-02  7.1469E-02
  5.0000E+00  2.0000E+01  1.6223E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.5185E-01  1.0377E-02  1.6223E-01  1.5185E-01  1.0377E-02  5.9665E-02
  5.0000E+00  3.0000E+01  1.4249E-01  0.0000E+00  1.0000E+00  1.0000E+00  1.5167E-02  1.2732E-01  1.4249E-01  1.5167E-02  1.2732E-01  7.3203E-01
  5.0000E+00  3.0000E+01  4.2253E-02  0.0000E+00  2.0000E+00  1.0000E+00  9.0896E-03  3.3163E-02  4.2253E-02  9.0896E-03  3.3163E-02  1.9067E-01
  5.0000E+00  3.0000E+01  1.5744E-01  0.0000E+00  3.0000E+00  1.0000E+00  5.4349E-02  1.0309E-01  1.5744E-01  5.4349E-02  1.0309E-01  5.9272E-01
  5.0000E+00  4.5000E+01  6.7844E-02  0.0000E+00  1.0000E+00  1.0000E+00  1.7317E-03  6.6113E-02  6.7844E-02  1.7317E-03  6.6113E-02  3.8012E-01
  5.0000E+00  4.5000E+01  2.5643E-02  0.0000E+00  2.0000E+00  1.0000E+00  1.5393E-03  2.4104E-02  2.5643E-02  1.5393E-03  2.4104E-02  1.3859E-01
  5.0000E+00  4.5000E+01  9.8244E-02  0.0000E+00  3.0000E+00  1.0000E+00  9.3941E-03  8.8850E-02  9.8244E-02  9.3941E-03  8.8850E-02  5.1085E-01
  5.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  1.9757E-04 -1.9757E-04  0.0000E+00  1.9757E-04  0.0000E+00  0.0000E+00
  5.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  1.9757E-04 -1.9757E-04  0.0000E+00  1.9757E-04  0.0000E+00  0.0000E+00
  5.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  1.9757E-04 -1.9757E-04  0.0000E+00  1.9757E-04  0.0000E+00  0.0000E+00
  5.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  2.5712E-06 -2.5712E-06  0.0000E+00  2.5712E-06  0.0000E+00  0.0000E+00
  5.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  2.5712E-06 -2.5712E-06  0.0000E+00  2.5712E-06  0.0000E+00  0.0000E+00
  5.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  2.5712E-06 -2.5712E-06  0.0000E+00  2.5712E-06  0.0000E+00  0.0000E+00
  5.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  3.3462E-08 -3.3462E-08  0.0000E+00  3.3462E-08  0.0000E+00  0.0000E+00
  5.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  3.3462E-08 -3.3462E-08  0.0000E+00  3.3462E-08  0.0000E+00  0.0000E+00
  5.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  3.3462E-08 -3.3462E-08  0.0000E+00  3.3462E-08  0.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  1.0887E+00 -1.0887E+00  0.0000E+00  1.0887E+00  0.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  1.0887E+00 -1.0887E+00  0.0000E+00  1.0887E+00  0.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  1.0887E+00 -1.0887E+00  0.0000E+00  1.0887E+00  0.0000E+00  0.0000E+00
  6.0000E+00  2.0000E+00  8.6144E-01  0.0000E+00  1.0000E+00  1.0000E+00  8.2858E-01  3.2860E-02  8.6144E-01  8.2858E-01  3.2860E-02  1.8893E-01
  6.0000E+00  2.0000E+00  1.2276E-01  0.0000E+00  2.0000E+00  1.0000E+00  3.4260E-02  8.8500E-02  1.2276E-01  3.4260E-02  8.8500E-02  5.0884E-01
  6.0000E+00  2.0000E+00  2.6256E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.9007E-01  7.2489E-02  2.6256E-01  1.9007E-01  7.2489E-02  4.1678E-01
  6.0000E+00  5.0000E+00  7.6169E-01  0.0000E+00  1.0000E+00  1.0000E+00  5.4645E-01  2.1524E-01  7.6169E-01  5.4645E-01  2.1524E-01  1.2375E+00
  6.0000E+00  5.0000E+00  9.4595E-02  0.0000E+00  2.0000E+00  1.0000E+00  5.5928E-02  3.8668E-02  9.4595E-02  5.5928E-02  3.8668E-02  2.2232E-01
  6.0000E+00  5.0000E+00  2.8544E-01  0.0000E+00  3.0000E+00  1.0000E+00  3.1462E-01 -2.9190E-02  2.8544E-01  3.1462E-01 -2.9190E-02 -1.6783E-01
  6.0000E+00  1.0000E+01  4.4780E-01  0.0000E+00  1.0000E+00  1.0000E+00  2.6973E-01  1.7807E-01  4.4780E-01  2.6973E-01  1.7807E-01  1.0238E+00
  6.0000E+00  1.0000E+01  8.2742E-02  0.0000E+00  2.0000E+00  1.0000E+00  5.4691E-02  2.8051E-02  8.2742E-02  5.4691E-02  2.8051E-02  1.6128E-01
  6.0000E+00  1.0000E+01  2.7371E-01  0.0000E+00  3.0000E+00  1.0000E+00  3.1336E-01 -3.9650E-02  2.7371E-01  3.1336E-01 -3.9650E-02 -2.2797E-01
  6.0000E+00  1.5000E+01  2.0702E-01  0.0000E+00  1.0000E+00  1.0000E+00  1.3197E-01  7.5053E-02  2.0702E-01  1.3197E-01  7.5053E-02  4.3152E-01
  6.0000E+00  1.5000E+01  3.6878E-02  0.0000E+00  2.0000E+00  1.0000E+00  3.9933E-02 -3.0554E-03  3.6878E-02  3.9933E-02 -3.0554E-03 -1.7567E-02
  6.0000E+00  1.5000E+01  1.6792E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.3203E-01 -6.4110E-02  1.6792E-01  2.3203E-01 -6.4110E-02 -3.6860E-01
  6.0000E+00  2.0000E+01  1.9260E-01  0.0000E+00  1.0000E+00  1.0000E+00  6.4281E-02  1.2832E-01  1.9260E-01  6.4281E-02  1.2832E-01  7.3776E-01
  6.0000E+00  2.0000E+01  3.6816E-02  0.0000E+00  2.0000E+00  1.0000E+00  2.5844E-02  1.0971E-02  3.6816E-02  2.5844E-02  1.0971E-02  6.3081E-02
  6.0000E+00  2.0000E+01  1.3813E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.5185E-01 -1.3725E-02  1.3813E-01  1.5185E-01 -1.3725E-02 -7.8915E-02
  6.0000E+00  3.0000E+01  9.9141E-02  0.0000E+00  1.0000E+00  1.0000E+00  1.5167E-02  8.3974E-02  9.9141E-02  1.5167E-02  8.3974E-02  4.8281E-01
  6.0000E+00  3.0000E+01  2.4646E-02  0.0000E+00  2.0000E+00  1.0000E+00  9.0896E-03  1.5556E-02  2.4646E-02  9.0896E-03  1.5556E-02  8.9441E-02
  6.0000E+00  3.0000E+01  1.0749E-01  0.0000E+00  3.0000E+00  1.0000E+00  5.4349E-02  5.3138E-02  1.0749E-01  5.4349E-02  5.3138E-02  3.0552E-01
  6.0000E+00  4.5000E+01  2.2549E-02  0.0000E+00  1.0000E+00  1.0000E+00  1.7317E-03  2.0817E-02  2.2549E-02  1.7317E-03  2.0817E-02  1.1969E-01
  6.0000E+00  4.5000E+01  1.0228E-02  0.0000E+00  2.0000E+00  1.0000E+00  1.5393E-03  8.6889E-03  1.0228E-02  1.5393E-03  8.6889E-03  4.9957E-02
  6.0000E+00  4.5000E+01  5.3779E-02  0.0000E+00  3.0000E+00  1.0000E+00  9.3941E-03  4.4385E-02  5.3779E-02  9.3941E-03  4.4385E-02  2.5519E-01
  6.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  1.9757E-04 -1.9757E-04  0.0000E+00  1.9757E-04  0.0000E+00  0.0000E+00
  6.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  1.9757E-04 -1.9757E-04  0.0000E+00  1.9757E-04  0.0000E+00  0.0000E+00
  6.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  1.9757E-04 -1.9757E-04  0.0000E+00  1.9757E-04  0.0000E+00  0.0000E+00
  6.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  2.5712E-06 -2.5712E-06  0.0000E+00  2.5712E-06  0.0000E+00  0.0000E+00
  6.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  2.5712E-06 -2.5712E-06  0.0000E+00  2.5712E-06  0.0000E+00  0.0000E+00
  6.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  2.5712E-06 -2.5712E-06  0.0000E+00  2.5712E-06  0.0000E+00  0.0000E+00
  6.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  3.3462E-08 -3.3462E-08  0.0000E+00  3.3462E-08  0.0000E+00  0.0000E+00
  6.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  3.3462E-08 -3.3462E-08  0.0000E+00  3.3462E-08  0.0000E+00  0.0000E+00
  6.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  3.3462E-08 -3.3462E-08  0.0000E+00  3.3462E-08  0.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  2.0000E+00  2.1775E+00 -2.1775E+00  0.0000E+00  2.1775E+00  0.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  2.0000E+00  2.1775E+00 -2.1775E+00  0.0000E+00  2.1775E+00  0.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  2.0000E+00  2.1775E+00 -2.1775E+00  0.0000E+00  2.1775E+00  0.0000E+00  0.0000E+00
  7.0000E+00  2.0000E+00  1.6538E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.6817E+00 -2.7887E-02  1.6538E+00  1.6817E+00 -2.7887E-02 -1.6034E-01
  7.0000E+00  2.0000E+00  2.2056E-01  0.0000E+00  2.0000E+00  2.0000E+00  6.8760E-02  1.5180E-01  2.2056E-01  6.8760E-02  1.5180E-01  8.7276E-01
  7.0000E+00  2.0000E+00  5.0429E-01  0.0000E+00  3.0000E+00  2.0000E+00  3.5913E-01  1.4517E-01  5.0429E-01  3.5913E-01  1.4517E-01  8.3466E-01
  7.0000E+00  5.0000E+00  1.0393E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.1281E+00 -8.8832E-02  1.0393E+00  1.1281E+00 -8.8832E-02 -5.1074E-01
  7.0000E+00  5.0000E+00  1.4859E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.1342E-01  3.5170E-02  1.4859E-01  1.1342E-01  3.5170E-02  2.0221E-01
  7.0000E+00  5.0000E+00  4.8939E-01  0.0000E+00  3.0000E+00  2.0000E+00  6.0623E-01 -1.1684E-01  4.8939E-01  6.0623E-01 -1.1684E-01 -6.7180E-01
  7.0000E+00  1.0000E+01  5.4214E-01  0.0000E+00  1.0000E+00  2.0000E+00  5.6691E-01 -2.4775E-02  5.4214E-01  5.6691E-01 -2.4775E-02 -1.4245E-01
  7.0000E+00  1.0000E+01  1.0594E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.1240E-01 -6.4552E-03  1.0594E-01  1.1240E-01 -6.4552E-03 -3.7115E-02
  7.0000E+00  1.0000E+01  4.2097E-01  0.0000E+00  3.0000E+00  2.0000E+00  6.1936E-01 -1.9839E-01  4.2097E-01  6.1936E-01 -1.9839E-01 -1.1407E+00
  7.0000E+00  1.5000E+01  3.0834E-01  0.0000E+00  1.0000E+00  2.0000E+00  2.8001E-01  2.8331E-02  3.0834E-01  2.8001E-01  2.8331E-02  1.6289E-01
  7.0000E+00  1.5000E+01  6.1397E-02  0.0000E+00  2.0000E+00  2.0000E+00  8.2832E-02 -2.1436E-02  6.1397E-02  8.2832E-02 -2.1436E-02 -1.2324E-01
  7.0000E+00  1.5000E+01  2.9162E-01  0.0000E+00  3.0000E+00  2.0000E+00  4.6695E-01 -1.7532E-01  2.9162E-01  4.6695E-01 -1.7532E-01 -1.0080E+00
  7.0000E+00  2.0000E+01  2.5996E-01  0.0000E+00  1.0000E+00  2.0000E+00  1.3704E-01  1.2292E-01  2.5996E-01  1.3704E-01  1.2292E-01  7.0671E-01
  7.0000E+00  2.0000E+01  6.6734E-02  0.0000E+00  2.0000E+00  2.0000E+00  5.3958E-02  1.2776E-02  6.6734E-02  5.3958E-02  1.2776E-02  7.3458E-02
  7.0000E+00  2.0000E+01  2.9025E-01  0.0000E+00  3.0000E+00  2.0000E+00  3.0949E-01 -1.9235E-02  2.9025E-01  3.0949E-01 -1.9235E-02 -1.1059E-01
  7.0000E+00  3.0000E+01  1.6512E-01  0.0000E+00  1.0000E+00  2.0000E+00  3.2451E-02  1.3267E-01  1.6512E-01  3.2451E-02  1.3267E-01  7.6278E-01
  7.0000E+00  3.0000E+01  4.0249E-02  0.0000E+00  2.0000E+00  2.0000E+00  1.9129E-02  2.1119E-02  4.0249E-02  1.9129E-02  2.1119E-02  1.2143E-01
  7.0000E+00  3.0000E+01  2.0065E-01  0.0000E+00  3.0000E+00  2.0000E+00  1.1249E-01  8.8152E-02  2.0065E-01  1.1249E-01  8.8152E-02  5.0683E-01
  7.0000E+00  4.5000E+01  6.3985E-02  0.0000E+00  1.0000E+00  2.0000E+00  3.7087E-03  6.0277E-02  6.3985E-02  3.7087E-03  6.0277E-02  3.4656E-01
  7.0000E+00  4.5000E+01  1.9749E-02  0.0000E+00  2.0000E+00  2.0000E+00  3.2589E-03  1.6490E-02  1.9749E-02  3.2589E-03  1.6490E-02  9.4808E-02
  7.0000E+00  4.5000E+01  1.0502E-01  0.0000E+00  3.0000E+00  2.0000E+00  1.9669E-02  8.5353E-02  1.0502E-01  1.9669E-02  8.5353E-02  4.9074E-01
  7.0000E+00  6.0000E+01  3.3635E-02  0.0000E+00  1.0000E+00  2.0000E+00  4.2317E-04  3.3212E-02  3.3635E-02  4.2317E-04  3.3212E-02  1.9095E-01
  7.0000E+00  6.0000E+01  1.2119E-02  0.0000E+00  2.0000E+00  2.0000E+00  4.9074E-04  1.1629E-02  1.2119E-02  4.9074E-04  1.1629E-02  6.6859E-02
  7.0000E+00  6.0000E+01  4.7485E-02  0.0000E+00  3.0000E+00  2.0000E+00  3.0230E-03  4.4462E-02  4.7485E-02  3.0230E-03  4.4462E-02  2.5564E-01
  7.0000E+00  9.0000E+01  8.0071E-03  0.0000E+00  1.0000E+00  2.0000E+00  5.5073E-06  8.0016E-03  8.0071E-03  5.5073E-06  8.0016E-03  4.6006E-02
  7.0000E+00  9.0000E+01  8.3804E-03  0.0000E+00  2.0000E+00  2.0000E+00  9.3352E-06  8.3710E-03  8.3804E-03  9.3352E-06  8.3710E-03  4.8130E-02
  7.0000E+00  9.0000E+01  1.6155E-02  0.0000E+00  3.0000E+00  2.0000E+00  5.9555E-05  1.6096E-02  1.6155E-02  5.9555E-05  1.6096E-02  9.2542E-02
  7.0000E+00  1.2000E+02  2.3918E-03  0.0000E+00  1.0000E+00  2.0000E+00  7.1671E-08  2.3918E-03  2.3918E-03  7.1671E-08  2.3918E-03  1.3752E-02
  7.0000E+00  1.2000E+02  4.2190E-03  0.0000E+00  2.0000E+00  2.0000E+00  1.5743E-07  4.2189E-03  4.2190E-03  1.5743E-07  4.2189E-03  2.4257E-02
  7.0000E+00  1.2000E+02  7.5381E-03  0.0000E+00  3.0000E+00  2.0000E+00  1.0369E-06  7.5371E-03  7.5381E-03  1.0369E-06  7.5371E-03  4.3335E-02
  8.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  2.0000E+00  2.1775E+00 -2.1775E+00  0.0000E+00  2.1775E+00  0.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  2.0000E+00  2.1775E+00 -2.1775E+00  0.0000E+00  2.1775E+00  0.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  2.0000E+00  2.1775E+00 -2.1775E+00  0.0000E+00  2.1775E+00  0.0000E+00  0.0000E+00
  8.0000E+00  2.0000E+00  1.3987E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.6817E+00 -2.8303E-01  1.3987E+00  1.6817E+00 -2.8303E-01 -1.6273E+00
  8.0000E+00  2.0000E+00  1.7003E-01  0.0000E+00  2.0000E+00  2.0000E+00  6.8760E-02  1.0127E-01  1.7003E-01  6.8760E-02  1.0127E-01  5.8224E-01
  8.0000E+00  2.0000E+00  5.7573E-01  0.0000E+00  3.0000E+00  2.0000E+00  3.5913E-01  2.1660E-01  5.7573E-01  3.5913E-01  2.1660E-01  1.2454E+00
  8.0000E+00  5.0000E+00  1.1306E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.1281E+00  2.5189E-03  1.1306E+00  1.1281E+00  2.5189E-03  1.4482E-02
  8.0000E+00  5.0000E+00  1.6524E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.1342E-01  5.1819E-02  1.6524E-01  1.1342E-01  5.1819E-02  2.9794E-01
  8.0000E+00  5.0000E+00  6.3250E-01  0.0000E+00  3.0000E+00  2.0000E+00  6.0623E-01  2.6271E-02  6.3250E-01  6.0623E-01  2.6271E-02  1.5105E-01
  8.0000E+00  1.0000E+01  4.3431E-01  0.0000E+00  1.0000E+00  2.0000E+00  5.6691E-01 -1.3261E-01  4.3431E-01  5.6691E-01 -1.3261E-01 -7.6242E-01
  8.0000E+00  1.0000E+01  1.4448E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.1240E-01  3.2085E-02  1.4448E-01  1.1240E-01  3.2085E-02  1.8447E-01
  8.0000E+00  1.0000E+01  7.0745E-01  0.0000E+00  3.0000E+00  2.0000E+00  6.1936E-01  8.8089E-02  7.0745E-01  6.1936E-01  8.8089E-02  5.0647E-01
  8.0000E+00  1.5000E+01  3.7995E-01  0.0000E+00  1.0000E+00  2.0000E+00  2.8001E-01  9.9946E-02  3.7995E-01  2.8001E-01  9.9946E-02  5.7464E-01
  8.0000E+00  1.5000E+01  9.0680E-02  0.0000E+00  2.0000E+00  2.0000E+00  8.2832E-02  7.8477E-03  9.0680E-02  8.2832E-02  7.8477E-03  4.5121E-02
  8.0000E+00  1.5000E+01  3.9538E-01  0.0000E+00  3.0000E+00  2.0000E+00  4.6695E-01 -7.1571E-02  3.9538E-01  4.6695E-01 -7.1571E-02 -4.1150E-01
  8.0000E+00  2.0000E+01  2.8875E-01  0.0000E+00  1.0000E+00  2.0000E+00  1.3704E-01  1.5170E-01  2.8875E-01  1.3704E-01  1.5170E-01  8.7223E-01
  8.0000E+00  2.0000E+01  9.2806E-02  0.0000E+00  2.0000E+00  2.0000E+00  5.3958E-02  3.8849E-02  9.2806E-02  5.3958E-02  3.8849E-02  2.2336E-01
  8.0000E+00  2.0000E+01  3.4735E-01  0.0000E+00  3.0000E+00  2.0000E+00  3.0949E-01  3.7868E-02  3.4735E-01  3.0949E-01  3.7868E-02  2.1772E-01
  8.0000E+00  3.0000E+01  1.2049E-01  0.0000E+00  1.0000E+00  2.0000E+00  3.2451E-02  8.8038E-02  1.2049E-01  3.2451E-02  8.8038E-02  5.0618E-01
  8.0000E+00  3.0000E+01  5.3929E-02  0.0000E+00  2.0000E+00  2.0000E+00  1.9129E-02  3.4800E-02  5.3929E-02  1.9129E-02  3.4800E-02  2.0008E-01
  8.0000E+00  3.0000E+01  2.3680E-01  0.0000E+00  3.0000E+00  2.0000E+00  1.1249E-01  1.2431E-01  2.3680E-01  1.1249E-01  1.2431E-01  7.1472E-01
  8.0000E+00  4.5000E+01  4.4634E-02  0.0000E+00  1.0000E+00  2.0000E+00  3.7087E-03  4.0925E-02  4.4634E-02  3.7087E-03  4.0925E-02  2.3530E-01
  8.0000E+00  4.5000E+01  2.6075E-02  0.0000E+00  2.0000E+00  2.0000E+00  3.2589E-03  2.2816E-02  2.6075E-02  3.2589E-03  2.2816E-02  1.3118E-01
  8.0000E+00  4.5000E+01  1.1091E-01  0.0000E+00  3.0000E+00  2.0000E+00  1.9669E-02  9.1245E-02  1.1091E-01  1.9669E-02  9.1245E-02  5.2462E-01
  8.0000E+00  6.0000E+01  2.5024E-02  0.0000E+00  1.0000E+00  2.0000E+00  4.2317E-04  2.4601E-02  2.5024E-02  4.2317E-04  2.4601E-02  1.4144E-01
  8.0000E+00  6.0000E+01  1.6076E-02  0.0000E+00  2.0000E+00  2.0000E+00  4.9074E-04  1.5585E-02  1.6076E-02  4.9074E-04  1.5585E-02  8.9608E-02
  8.0000E+00  6.0000E+01  6.3982E-02  0.0000E+00  3.0000E+00  2.0000E+00  3.0230E-03  6.0959E-02  6.3982E-02  3.0230E-03  6.0959E-02  3.5049E-01
  8.0000E+00  9.0000E+01  1.5093E-02  0.0000E+00  1.0000E+00  2.0000E+00  5.5073E-06  1.5087E-02  1.5093E-02  5.5073E-06  1.5087E-02  8.6746E-02
  8.0000E+00  9.0000E+01  9.5864E-03  0.0000E+00  2.0000E+00  2.0000E+00  9.3352E-06  9.5771E-03  9.5864E-03  9.3352E-06  9.5771E-03  5.5064E-02
  8.0000E+00  9.0000E+01  3.3657E-02  0.0000E+00  3.0000E+00  2.0000E+00  5.9555E-05  3.3598E-02  3.3657E-02  5.9555E-05  3.3598E-02  1.9317E-01
  8.0000E+00  1.2000E+02  4.3253E-03  0.0000E+00  1.0000E+00  2.0000E+00  7.1671E-08  4.3252E-03  4.3253E-03  7.1671E-08  4.3252E-03  2.4868E-02
  8.0000E+00  1.2000E+02  6.5767E-03  0.0000E+00  2.0000E+00  2.0000E+00  1.5743E-07  6.5765E-03  6.5767E-03  1.5743E-07  6.5765E-03  3.7812E-02
  8.0000E+00  1.2000E+02  9.3679E-03  0.0000E+00  3.0000E+00  2.0000E+00  1.0369E-06  9.3669E-03  9.3679E-03  1.0369E-06  9.3669E-03  5.3855E-02
  9.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  2.0000E+00  2.1775E+00 -2.1775E+00  0.0000E+00  2.1775E+00  0.0000E+00  0.0000E+00
  9.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  2.0000E+00  2.1775E+00 -2.1775E+00  0.0000E+00  2.1775E+00  0.0000E+00  0.0000E+00
  9.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  2.0000E+00  2.1775E+00 -2.1775E+00  0.0000E+00  2.1775E+00  0.0000E+00  0.0000E+00
  9.0000E+00  2.0000E+00  1.9669E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.6817E+00  2.8514E-01  1.9669E+00  1.6817E+00  2.8514E-01  1.6394E+00
  9.0000E+00  2.0000E+00  2.1916E-01  0.0000E+00  2.0000E+00  2.0000E+00  6.8760E-02  1.5040E-01  2.1916E-01  6.8760E-02  1.5040E-01  8.6475E-01
  9.0000E+00  2.0000E+00  6.3538E-01  0.0000E+00  3.0000E+00  2.0000E+00  3.5913E-01  2.7625E-01  6.3538E-01  3.5913E-01  2.7625E-01  1.5883E+00
  9.0000E+00  5.0000E+00  1.3074E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.1281E+00  1.7930E-01  1.3074E+00  1.1281E+00  1.7930E-01  1.0309E+00
  9.0000E+00  5.0000E+00  1.6775E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.1342E-01  5.4326E-02  1.6775E-01  1.1342E-01  5.4326E-02  3.1235E-01
  9.0000E+00  5.0000E+00  6.0942E-01  0.0000E+00  3.0000E+00  2.0000E+00  6.0623E-01  3.1901E-03  6.0942E-01  6.0623E-01  3.1901E-03  1.8342E-02
  9.0000E+00  1.0000E+01  4.6867E-01  0.0000E+00  1.0000E+00  2.0000E+00  5.6691E-01 -9.8245E-02  4.6867E-01  5.6691E-01 -9.8245E-02 -5.6487E-01
  9.0000E+00  1.0000E+01  1.4338E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.1240E-01  3.0986E-02  1.4338E-01  1.1240E-01  3.0986E-02  1.7815E-01
  9.0000E+00  1.0000E+01  6.4427E-01  0.0000E+00  3.0000E+00  2.0000E+00  6.1936E-01  2.4910E-02  6.4427E-01  6.1936E-01  2.4910E-02  1.4322E-01
  9.0000E+00  1.5000E+01  3.8684E-01  0.0000E+00  1.0000E+00  2.0000E+00  2.8001E-01  1.0683E-01  3.8684E-01  2.8001E-01  1.0683E-01  6.1422E-01
  9.0000E+00  1.5000E+01  9.4490E-02  0.0000E+00  2.0000E+00  2.0000E+00  8.2832E-02  1.1658E-02  9.4490E-02  8.2832E-02  1.1658E-02  6.7027E-02
  9.0000E+00  1.5000E+01  4.0760E-01  0.0000E+00  3.0000E+00  2.0000E+00  4.6695E-01 -5.9344E-02  4.0760E-01  4.6695E-01 -5.9344E-02 -3.4120E-01
  9.0000E+00  2.0000E+01  2.5985E-01  0.0000E+00  1.0000E+00  2.0000E+00  1.3704E-01  1.2281E-01  2.5985E-01  1.3704E-01  1.2281E-01  7.0608E-01
