TABLE NO.  1
 ID          TIME        DV          MDV         CMT         DL          DV          PRED        RES         WRES
  1.0000E+00  1.5000E+01  3.5984E-02  0.0000E+00  2.0000E+00  1.0000E+00  3.5984E-02  4.2537E-02 -6.5534E-03 -3.8947E-02
  1.0000E+00  1.5000E+01  4.3938E-01  0.0000E+00  3.0000E+00  1.0000E+00  4.3938E-01  2.3123E-01  2.0816E-01  1.2371E+00
  1.0000E+00  2.0000E+01  9.5029E-02  0.0000E+00  1.0000E+00  1.0000E+00  9.5029E-02  9.1132E-02  3.8965E-03  2.3157E-02
  1.0000E+00  2.0000E+01  6.7323E-02  0.0000E+00  2.0000E+00  1.0000E+00  6.7323E-02  2.7032E-02  4.0291E-02  2.3945E-01
  1.0000E+00  2.0000E+01  7.3311E-01  0.0000E+00  3.0000E+00  1.0000E+00  7.3311E-01  1.5913E-01  5.7398E-01  3.4112E+00
  1.0000E+00  3.0000E+01  7.8382E-02  0.0000E+00  1.0000E+00  1.0000E+00  7.8382E-02  2.6057E-02  5.2325E-02  3.1097E-01
  1.0000E+00  3.0000E+01  2.5186E-02  0.0000E+00  2.0000E+00  1.0000E+00  2.5186E-02  9.3724E-03  1.5814E-02  9.3983E-02
  1.0000E+00  3.0000E+01  1.2611E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.2611E-01  6.3678E-02  6.2431E-02  3.7103E-01
  1.0000E+00  4.5000E+01  3.0037E-02  0.0000E+00  1.0000E+00  1.0000E+00  3.0037E-02  3.9838E-03  2.6053E-02  1.5484E-01
  1.0000E+00  4.5000E+01  1.1316E-02  0.0000E+00  2.0000E+00  1.0000E+00  1.1316E-02  1.6264E-03  9.6900E-03  5.7589E-02
  1.0000E+00  4.5000E+01  4.4509E-02  0.0000E+00  3.0000E+00  1.0000E+00  4.4509E-02  1.3206E-02  3.1303E-02  1.8604E-01
  1.0000E+00  6.0000E+01  2.1091E-02  0.0000E+00  1.0000E+00  1.0000E+00  2.1091E-02  6.0908E-04  2.0482E-02  1.2172E-01
  1.0000E+00  6.0000E+01  5.4493E-03  0.0000E+00  2.0000E+00  1.0000E+00  5.4493E-03  2.6171E-04  5.1876E-03  3.0830E-02
  1.0000E+00  6.0000E+01  2.0559E-02  0.0000E+00  3.0000E+00  1.0000E+00  2.0559E-02  2.4441E-03  1.8115E-02  1.0766E-01
  1.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  1.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  1.0000E+00  9.0000E+01  9.0481E-03  0.0000E+00  3.0000E+00  1.0000E+00  9.0481E-03  7.1474E-05  8.9766E-03  5.3349E-02
  1.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  1.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  1.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  2.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  2.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  2.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  2.0000E+00  2.0000E+00  7.0005E-01  0.0000E+00  1.0000E+00  1.0000E+00  7.0005E-01  8.6780E-01 -1.6776E-01 -9.9699E-01
  2.0000E+00  2.0000E+00  9.8590E-02  0.0000E+00  2.0000E+00  1.0000E+00  9.8590E-02  4.0064E-02  5.8526E-02  3.4782E-01
  2.0000E+00  2.0000E+00  2.6160E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.6160E-01  1.7245E-01  8.9144E-02  5.2979E-01
  2.0000E+00  5.0000E+00  4.6367E-01  0.0000E+00  1.0000E+00  1.0000E+00  4.6367E-01  5.9607E-01 -1.3240E-01 -7.8685E-01
  2.0000E+00  5.0000E+00  5.4269E-02  0.0000E+00  2.0000E+00  1.0000E+00  5.4269E-02  6.3557E-02 -9.2878E-03 -5.5198E-02
  2.0000E+00  5.0000E+00  1.8639E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.8639E-01  2.8970E-01 -1.0331E-01 -6.1400E-01
  2.0000E+00  1.0000E+01  2.3654E-01  0.0000E+00  1.0000E+00  1.0000E+00  2.3654E-01  3.1873E-01 -8.2192E-02 -4.8847E-01
  2.0000E+00  1.0000E+01  3.4595E-02  0.0000E+00  2.0000E+00  1.0000E+00  3.4595E-02  5.9856E-02 -2.5261E-02 -1.5013E-01
  2.0000E+00  1.0000E+01  1.7408E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.7408E-01  2.9879E-01 -1.2470E-01 -7.4112E-01
  2.0000E+00  1.5000E+01  1.7202E-01  0.0000E+00  1.0000E+00  1.0000E+00  1.7202E-01  1.7043E-01  1.5853E-03  9.4215E-03
  2.0000E+00  1.5000E+01  2.7459E-02  0.0000E+00  2.0000E+00  1.0000E+00  2.7459E-02  4.2537E-02 -1.5077E-02 -8.9607E-02
  2.0000E+00  1.5000E+01  1.1797E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.1797E-01  2.3123E-01 -1.1326E-01 -6.7311E-01
  2.0000E+00  2.0000E+01  1.1766E-01  0.0000E+00  1.0000E+00  1.0000E+00  1.1766E-01  9.1132E-02  2.6529E-02  1.5767E-01
  2.0000E+00  2.0000E+01  3.0066E-02  0.0000E+00  2.0000E+00  1.0000E+00  3.0066E-02  2.7032E-02  3.0340E-03  1.8032E-02
  2.0000E+00  2.0000E+01  1.4598E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.4598E-01  1.5913E-01 -1.3150E-02 -7.8151E-02
  2.0000E+00  3.0000E+01  5.9915E-02  0.0000E+00  1.0000E+00  1.0000E+00  5.9915E-02  2.6057E-02  3.3859E-02  2.0122E-01
  2.0000E+00  3.0000E+01  1.9941E-02  0.0000E+00  2.0000E+00  1.0000E+00  1.9941E-02  9.3724E-03  1.0569E-02  6.2812E-02
  2.0000E+00  3.0000E+01  8.2562E-02  0.0000E+00  3.0000E+00  1.0000E+00  8.2562E-02  6.3678E-02  1.8883E-02  1.1223E-01
  2.0000E+00  4.5000E+01  3.7580E-02  0.0000E+00  1.0000E+00  1.0000E+00  3.7580E-02  3.9838E-03  3.3596E-02  1.9966E-01
  2.0000E+00  4.5000E+01  1.2817E-02  0.0000E+00  2.0000E+00  1.0000E+00  1.2817E-02  1.6264E-03  1.1190E-02  6.6504E-02
  2.0000E+00  4.5000E+01  4.8137E-02  0.0000E+00  3.0000E+00  1.0000E+00  4.8137E-02  1.3206E-02  3.4931E-02  2.0760E-01
  2.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  2.0000E+00  6.0000E+01  9.1171E-03  0.0000E+00  2.0000E+00  1.0000E+00  9.1171E-03  2.6171E-04  8.8554E-03  5.2628E-02
  2.0000E+00  6.0000E+01  1.9701E-02  0.0000E+00  3.0000E+00  1.0000E+00  1.9701E-02  2.4441E-03  1.7257E-02  1.0256E-01
  2.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  2.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  2.0000E+00  9.0000E+01  6.9208E-03  0.0000E+00  3.0000E+00  1.0000E+00  6.9208E-03  7.1474E-05  6.8493E-03  4.0706E-02
  2.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  2.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  2.0000E+00  1.2000E+02  2.4376E-03  0.0000E+00  3.0000E+00  1.0000E+00  2.4376E-03  1.8859E-06  2.4357E-03  1.4476E-02
  3.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  3.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  3.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  3.0000E+00  2.0000E+00  6.9184E-01  0.0000E+00  1.0000E+00  1.0000E+00  6.9184E-01  8.6780E-01 -1.7596E-01 -1.0458E+00
  3.0000E+00  2.0000E+00  8.5567E-02  0.0000E+00  2.0000E+00  1.0000E+00  8.5567E-02  4.0064E-02  4.5503E-02  2.7042E-01
  3.0000E+00  2.0000E+00  2.3866E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.3866E-01  1.7245E-01  6.6208E-02  3.9348E-01
  3.0000E+00  5.0000E+00  4.9224E-01  0.0000E+00  1.0000E+00  1.0000E+00  4.9224E-01  5.9607E-01 -1.0382E-01 -6.1704E-01
  3.0000E+00  5.0000E+00  7.8575E-02  0.0000E+00  2.0000E+00  1.0000E+00  7.8575E-02  6.3557E-02  1.5018E-02  8.9254E-02
  3.0000E+00  5.0000E+00  2.8869E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.8869E-01  2.8970E-01 -1.0146E-03 -6.0299E-03
  3.0000E+00  1.0000E+01  3.4308E-01  0.0000E+00  1.0000E+00  1.0000E+00  3.4308E-01  3.1873E-01  2.4353E-02  1.4473E-01
  3.0000E+00  1.0000E+01  5.7500E-02  0.0000E+00  2.0000E+00  1.0000E+00  5.7500E-02  5.9856E-02 -2.3562E-03 -1.4003E-02
  3.0000E+00  1.0000E+01  2.4895E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.4895E-01  2.9879E-01 -4.9833E-02 -2.9616E-01
  3.0000E+00  1.5000E+01  2.2622E-01  0.0000E+00  1.0000E+00  1.0000E+00  2.2622E-01  1.7043E-01  5.5789E-02  3.3156E-01
  3.0000E+00  1.5000E+01  4.2181E-02  0.0000E+00  2.0000E+00  1.0000E+00  4.2181E-02  4.2537E-02 -3.5634E-04 -2.1177E-03
  3.0000E+00  1.5000E+01  1.9632E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.9632E-01  2.3123E-01 -3.4910E-02 -2.0747E-01
  3.0000E+00  2.0000E+01  1.1753E-01  0.0000E+00  1.0000E+00  1.0000E+00  1.1753E-01  9.1132E-02  2.6395E-02  1.5687E-01
  3.0000E+00  2.0000E+01  3.7602E-02  0.0000E+00  2.0000E+00  1.0000E+00  3.7602E-02  2.7032E-02  1.0570E-02  6.2821E-02
  3.0000E+00  2.0000E+01  1.8233E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.8233E-01  1.5913E-01  2.3198E-02  1.3787E-01
  3.0000E+00  3.0000E+01  8.6376E-02  0.0000E+00  1.0000E+00  1.0000E+00  8.6376E-02  2.6057E-02  6.0319E-02  3.5848E-01
  3.0000E+00  3.0000E+01  2.2411E-02  0.0000E+00  2.0000E+00  1.0000E+00  2.2411E-02  9.3724E-03  1.3039E-02  7.7491E-02
  3.0000E+00  3.0000E+01  1.2741E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.2741E-01  6.3678E-02  6.3728E-02  3.7874E-01
  3.0000E+00  4.5000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  3.9838E-03  0.0000E+00  0.0000E+00
  3.0000E+00  4.5000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  3.9838E-03  0.0000E+00  0.0000E+00
  3.0000E+00  4.5000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  3.9838E-03  0.0000E+00  0.0000E+00
  3.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  3.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  3.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  3.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  3.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  3.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  3.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  3.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  3.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  4.0000E+00  2.0000E+00  4.2806E-01  0.0000E+00  1.0000E+00  1.0000E+00  4.2806E-01  8.6780E-01 -4.3974E-01 -2.6134E+00
  4.0000E+00  2.0000E+00  7.5711E-02  0.0000E+00  2.0000E+00  1.0000E+00  7.5711E-02  4.0064E-02  3.5646E-02  2.1185E-01
  4.0000E+00  2.0000E+00  2.2091E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.2091E-01  1.7245E-01  4.8459E-02  2.8800E-01
  4.0000E+00  5.0000E+00  6.0749E-01  0.0000E+00  1.0000E+00  1.0000E+00  6.0749E-01  5.9607E-01  1.1421E-02  6.7879E-02
  4.0000E+00  5.0000E+00  6.2910E-02  0.0000E+00  2.0000E+00  1.0000E+00  6.2910E-02  6.3557E-02 -6.4652E-04 -3.8423E-03
  4.0000E+00  5.0000E+00  2.2759E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.2759E-01  2.8970E-01 -6.2105E-02 -3.6909E-01
  4.0000E+00  1.0000E+01  2.6508E-01  0.0000E+00  1.0000E+00  1.0000E+00  2.6508E-01  3.1873E-01 -5.3653E-02 -3.1886E-01
  4.0000E+00  1.0000E+01  4.3093E-02  0.0000E+00  2.0000E+00  1.0000E+00  4.3093E-02  5.9856E-02 -1.6763E-02 -9.9624E-02
  4.0000E+00  1.0000E+01  2.0214E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.0214E-01  2.9879E-01 -9.6646E-02 -5.7438E-01
  4.0000E+00  1.5000E+01  2.0983E-01  0.0000E+00  1.0000E+00  1.0000E+00  2.0983E-01  1.7043E-01  3.9404E-02  2.3418E-01
  4.0000E+00  1.5000E+01  3.3288E-02  0.0000E+00  2.0000E+00  1.0000E+00  3.3288E-02  4.2537E-02 -9.2494E-03 -5.4970E-02
  4.0000E+00  1.5000E+01  1.4980E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.4980E-01  2.3123E-01 -8.1423E-02 -4.8390E-01
  4.0000E+00  2.0000E+01  9.9859E-02  0.0000E+00  1.0000E+00  1.0000E+00  9.9859E-02  9.1132E-02  8.7267E-03  5.1863E-02
  4.0000E+00  2.0000E+01  3.2202E-02  0.0000E+00  2.0000E+00  1.0000E+00  3.2202E-02  2.7032E-02  5.1705E-03  3.0728E-02
  4.0000E+00  2.0000E+01  1.7512E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.7512E-01  1.5913E-01  1.5991E-02  9.5037E-02
  4.0000E+00  3.0000E+01  7.1663E-02  0.0000E+00  1.0000E+00  1.0000E+00  7.1663E-02  2.6057E-02  4.5606E-02  2.7104E-01
  4.0000E+00  3.0000E+01  2.7932E-02  0.0000E+00  2.0000E+00  1.0000E+00  2.7932E-02  9.3724E-03  1.8560E-02  1.1030E-01
  4.0000E+00  3.0000E+01  1.1486E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.1486E-01  6.3678E-02  5.1180E-02  3.0417E-01
  4.0000E+00  4.5000E+01  3.9346E-02  0.0000E+00  1.0000E+00  1.0000E+00  3.9346E-02  3.9838E-03  3.5362E-02  2.1016E-01
  4.0000E+00  4.5000E+01  8.9048E-03  0.0000E+00  2.0000E+00  1.0000E+00  8.9048E-03  1.6264E-03  7.2784E-03  4.3256E-02
  4.0000E+00  4.5000E+01  4.4412E-02  0.0000E+00  3.0000E+00  1.0000E+00  4.4412E-02  1.3206E-02  3.1206E-02  1.8546E-01
  4.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  4.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  4.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  4.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  4.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  4.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  4.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  4.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  4.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  5.0000E+00  2.0000E+00  7.4113E-01  0.0000E+00  1.0000E+00  1.0000E+00  7.4113E-01  8.6780E-01 -1.2668E-01 -7.5284E-01
  5.0000E+00  2.0000E+00  1.0271E-01  0.0000E+00  2.0000E+00  1.0000E+00  1.0271E-01  4.0064E-02  6.2649E-02  3.7233E-01
  5.0000E+00  2.0000E+00  2.9757E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.9757E-01  1.7245E-01  1.2511E-01  7.4355E-01
  5.0000E+00  5.0000E+00  6.9791E-01  0.0000E+00  1.0000E+00  1.0000E+00  6.9791E-01  5.9607E-01  1.0184E-01  6.0524E-01
  5.0000E+00  5.0000E+00  1.0137E-01  0.0000E+00  2.0000E+00  1.0000E+00  1.0137E-01  6.3557E-02  3.7818E-02  2.2476E-01
  5.0000E+00  5.0000E+00  3.0011E-01  0.0000E+00  3.0000E+00  1.0000E+00  3.0011E-01  2.8970E-01  1.0414E-02  6.1893E-02
  5.0000E+00  1.0000E+01  3.3251E-01  0.0000E+00  1.0000E+00  1.0000E+00  3.3251E-01  3.1873E-01  1.3786E-02  8.1930E-02
  5.0000E+00  1.0000E+01  7.5230E-02  0.0000E+00  2.0000E+00  1.0000E+00  7.5230E-02  5.9856E-02  1.5374E-02  9.1370E-02
  5.0000E+00  1.0000E+01  2.9453E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.9453E-01  2.9879E-01 -4.2586E-03 -2.5309E-02
  5.0000E+00  1.5000E+01  2.9694E-01  0.0000E+00  1.0000E+00  1.0000E+00  2.9694E-01  1.7043E-01  1.2651E-01  7.5187E-01
  5.0000E+00  1.5000E+01  6.5308E-02  0.0000E+00  2.0000E+00  1.0000E+00  6.5308E-02  4.2537E-02  2.2771E-02  1.3533E-01
  5.0000E+00  1.5000E+01  2.6111E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.6111E-01  2.3123E-01  2.9880E-02  1.7758E-01
  5.0000E+00  2.0000E+01  1.9322E-01  0.0000E+00  1.0000E+00  1.0000E+00  1.9322E-01  9.1132E-02  1.0209E-01  6.0673E-01
  5.0000E+00  2.0000E+01  3.8275E-02  0.0000E+00  2.0000E+00  1.0000E+00  3.8275E-02  2.7032E-02  1.1243E-02  6.6818E-02
  5.0000E+00  2.0000E+01  1.6223E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.6223E-01  1.5913E-01  3.1009E-03  1.8429E-02
  5.0000E+00  3.0000E+01  1.4249E-01  0.0000E+00  1.0000E+00  1.0000E+00  1.4249E-01  2.6057E-02  1.1643E-01  6.9196E-01
  5.0000E+00  3.0000E+01  4.2253E-02  0.0000E+00  2.0000E+00  1.0000E+00  4.2253E-02  9.3724E-03  3.2880E-02  1.9541E-01
  5.0000E+00  3.0000E+01  1.5744E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.5744E-01  6.3678E-02  9.3762E-02  5.5723E-01
  5.0000E+00  4.5000E+01  6.7844E-02  0.0000E+00  1.0000E+00  1.0000E+00  6.7844E-02  3.9838E-03  6.3861E-02  3.7953E-01
  5.0000E+00  4.5000E+01  2.5643E-02  0.0000E+00  2.0000E+00  1.0000E+00  2.5643E-02  1.6264E-03  2.4016E-02  1.4273E-01
  5.0000E+00  4.5000E+01  9.8244E-02  0.0000E+00  3.0000E+00  1.0000E+00  9.8244E-02  1.3206E-02  8.5038E-02  5.0539E-01
  5.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  5.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  5.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  5.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  5.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  5.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  5.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  5.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  5.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  1.1147E+00  0.0000E+00  0.0000E+00
  6.0000E+00  2.0000E+00  8.6144E-01  0.0000E+00  1.0000E+00  1.0000E+00  8.6144E-01  8.6780E-01 -6.3582E-03 -3.7787E-02
  6.0000E+00  2.0000E+00  1.2276E-01  0.0000E+00  2.0000E+00  1.0000E+00  1.2276E-01  4.0064E-02  8.2696E-02  4.9147E-01
