TABLE NO.  1
 ID          TIME        DV          MDV         CMT         DL          DV          PRED        RES         WRES
  6.0000E+00  2.0000E+00  2.6256E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.6256E-01  1.7245E-01  9.0103E-02  5.3549E-01
  6.0000E+00  5.0000E+00  7.6169E-01  0.0000E+00  1.0000E+00  1.0000E+00  7.6169E-01  5.9607E-01  1.6562E-01  9.8428E-01
  6.0000E+00  5.0000E+00  9.4595E-02  0.0000E+00  2.0000E+00  1.0000E+00  9.4595E-02  6.3557E-02  3.1039E-02  1.8447E-01
  6.0000E+00  5.0000E+00  2.8544E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.8544E-01  2.8970E-01 -4.2645E-03 -2.5344E-02
  6.0000E+00  1.0000E+01  4.4780E-01  0.0000E+00  1.0000E+00  1.0000E+00  4.4780E-01  3.1873E-01  1.2907E-01  7.6707E-01
  6.0000E+00  1.0000E+01  8.2742E-02  0.0000E+00  2.0000E+00  1.0000E+00  8.2742E-02  5.9856E-02  2.2886E-02  1.3601E-01
  6.0000E+00  1.0000E+01  2.7371E-01  0.0000E+00  3.0000E+00  1.0000E+00  2.7371E-01  2.9879E-01 -2.5079E-02 -1.4905E-01
  6.0000E+00  1.5000E+01  2.0702E-01  0.0000E+00  1.0000E+00  1.0000E+00  2.0702E-01  1.7043E-01  3.6591E-02  2.1746E-01
  6.0000E+00  1.5000E+01  3.6878E-02  0.0000E+00  2.0000E+00  1.0000E+00  3.6878E-02  4.2537E-02 -5.6592E-03 -3.3633E-02
  6.0000E+00  1.5000E+01  1.6792E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.6792E-01  2.3123E-01 -6.3307E-02 -3.7624E-01
  6.0000E+00  2.0000E+01  1.9260E-01  0.0000E+00  1.0000E+00  1.0000E+00  1.9260E-01  9.1132E-02  1.0146E-01  6.0301E-01
  6.0000E+00  2.0000E+01  3.6816E-02  0.0000E+00  2.0000E+00  1.0000E+00  3.6816E-02  2.7032E-02  9.7841E-03  5.8147E-02
  6.0000E+00  2.0000E+01  1.3813E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.3813E-01  1.5913E-01 -2.1002E-02 -1.2482E-01
  6.0000E+00  3.0000E+01  9.9141E-02  0.0000E+00  1.0000E+00  1.0000E+00  9.9141E-02  2.6057E-02  7.3084E-02  4.3435E-01
  6.0000E+00  3.0000E+01  2.4646E-02  0.0000E+00  2.0000E+00  1.0000E+00  2.4646E-02  9.3724E-03  1.5273E-02  9.0771E-02
  6.0000E+00  3.0000E+01  1.0749E-01  0.0000E+00  3.0000E+00  1.0000E+00  1.0749E-01  6.3678E-02  4.3809E-02  2.6036E-01
  6.0000E+00  4.5000E+01  2.2549E-02  0.0000E+00  1.0000E+00  1.0000E+00  2.2549E-02  3.9838E-03  1.8565E-02  1.1033E-01
  6.0000E+00  4.5000E+01  1.0228E-02  0.0000E+00  2.0000E+00  1.0000E+00  1.0228E-02  1.6264E-03  8.6017E-03  5.1121E-02
  6.0000E+00  4.5000E+01  5.3779E-02  0.0000E+00  3.0000E+00  1.0000E+00  5.3779E-02  1.3206E-02  4.0573E-02  2.4113E-01
  6.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  6.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  6.0000E+00  6.0000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  6.0908E-04  0.0000E+00  0.0000E+00
  6.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  6.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  6.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  1.4237E-05  0.0000E+00  0.0000E+00
  6.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  6.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  6.0000E+00  1.2000E+02  0.0000E+00  1.0000E+00  3.0000E+00  1.0000E+00  0.0000E+00  3.3279E-07  0.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  7.0000E+00  2.0000E+00  1.6538E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.6538E+00  1.7357E+00 -8.1898E-02 -4.8673E-01
  7.0000E+00  2.0000E+00  2.2056E-01  0.0000E+00  2.0000E+00  2.0000E+00  2.2056E-01  8.0135E-02  1.4042E-01  8.3453E-01
  7.0000E+00  2.0000E+00  5.0429E-01  0.0000E+00  3.0000E+00  2.0000E+00  5.0429E-01  3.4493E-01  1.5936E-01  9.4709E-01
  7.0000E+00  5.0000E+00  1.0393E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.0393E+00  1.1922E+00 -1.5297E-01 -9.0909E-01
  7.0000E+00  5.0000E+00  1.4859E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.4859E-01  1.2712E-01  2.1470E-02  1.2760E-01
  7.0000E+00  5.0000E+00  4.8939E-01  0.0000E+00  3.0000E+00  2.0000E+00  4.8939E-01  5.7944E-01 -9.0060E-02 -5.3523E-01
  7.0000E+00  1.0000E+01  5.4214E-01  0.0000E+00  1.0000E+00  2.0000E+00  5.4214E-01  6.3751E-01 -9.5372E-02 -5.6680E-01
  7.0000E+00  1.0000E+01  1.0594E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.0594E-01  1.1972E-01 -1.3780E-02 -8.1897E-02
  7.0000E+00  1.0000E+01  4.2097E-01  0.0000E+00  3.0000E+00  2.0000E+00  4.2097E-01  5.9762E-01 -1.7665E-01 -1.0498E+00
  7.0000E+00  1.5000E+01  3.0834E-01  0.0000E+00  1.0000E+00  2.0000E+00  3.0834E-01  3.4089E-01 -3.2548E-02 -1.9343E-01
  7.0000E+00  1.5000E+01  6.1397E-02  0.0000E+00  2.0000E+00  2.0000E+00  6.1397E-02  8.5080E-02 -2.3684E-02 -1.4076E-01
  7.0000E+00  1.5000E+01  2.9162E-01  0.0000E+00  3.0000E+00  2.0000E+00  2.9162E-01  4.6249E-01 -1.7086E-01 -1.0155E+00
  7.0000E+00  2.0000E+01  2.5996E-01  0.0000E+00  1.0000E+00  2.0000E+00  2.5996E-01  1.8228E-01  7.7682E-02  4.6167E-01
  7.0000E+00  2.0000E+01  6.6734E-02  0.0000E+00  2.0000E+00  2.0000E+00  6.6734E-02  5.4068E-02  1.2666E-02  7.5275E-02
  7.0000E+00  2.0000E+01  2.9025E-01  0.0000E+00  3.0000E+00  2.0000E+00  2.9025E-01  3.1829E-01 -2.8035E-02 -1.6662E-01
  7.0000E+00  3.0000E+01  1.6512E-01  0.0000E+00  1.0000E+00  2.0000E+00  1.6512E-01  5.2118E-02  1.1300E-01  6.7157E-01
  7.0000E+00  3.0000E+01  4.0249E-02  0.0000E+00  2.0000E+00  2.0000E+00  4.0249E-02  1.8746E-02  2.1503E-02  1.2779E-01
  7.0000E+00  3.0000E+01  2.0065E-01  0.0000E+00  3.0000E+00  2.0000E+00  2.0065E-01  1.2737E-01  7.3280E-02  4.3551E-01
  7.0000E+00  4.5000E+01  6.3985E-02  0.0000E+00  1.0000E+00  2.0000E+00  6.3985E-02  7.9682E-03  5.6017E-02  3.3291E-01
  7.0000E+00  4.5000E+01  1.9749E-02  0.0000E+00  2.0000E+00  2.0000E+00  1.9749E-02  3.2531E-03  1.6495E-02  9.8033E-02
  7.0000E+00  4.5000E+01  1.0502E-01  0.0000E+00  3.0000E+00  2.0000E+00  1.0502E-01  2.6414E-02  7.8608E-02  4.6717E-01
  7.0000E+00  6.0000E+01  3.3635E-02  0.0000E+00  1.0000E+00  2.0000E+00  3.3635E-02  1.2182E-03  3.2417E-02  1.9266E-01
  7.0000E+00  6.0000E+01  1.2119E-02  0.0000E+00  2.0000E+00  2.0000E+00  1.2119E-02  5.2347E-04  1.1596E-02  6.8915E-02
  7.0000E+00  6.0000E+01  4.7485E-02  0.0000E+00  3.0000E+00  2.0000E+00  4.7485E-02  4.8886E-03  4.2597E-02  2.5316E-01
  7.0000E+00  9.0000E+01  8.0071E-03  0.0000E+00  1.0000E+00  2.0000E+00  8.0071E-03  2.8477E-05  7.9786E-03  4.7418E-02
  7.0000E+00  9.0000E+01  8.3804E-03  0.0000E+00  2.0000E+00  2.0000E+00  8.3804E-03  1.2624E-05  8.3678E-03  4.9730E-02
  7.0000E+00  9.0000E+01  1.6155E-02  0.0000E+00  3.0000E+00  2.0000E+00  1.6155E-02  1.4296E-04  1.6012E-02  9.5162E-02
  7.0000E+00  1.2000E+02  2.3918E-03  0.0000E+00  1.0000E+00  2.0000E+00  2.3918E-03  6.6564E-07  2.3912E-03  1.4211E-02
  7.0000E+00  1.2000E+02  4.2190E-03  0.0000E+00  2.0000E+00  2.0000E+00  4.2190E-03  2.9685E-07  4.2187E-03  2.5072E-02
  7.0000E+00  1.2000E+02  7.5381E-03  0.0000E+00  3.0000E+00  2.0000E+00  7.5381E-03  3.7722E-06  7.5344E-03  4.4777E-02
  8.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  8.0000E+00  2.0000E+00  1.3987E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.3987E+00  1.7357E+00 -3.3704E-01 -2.0031E+00
  8.0000E+00  2.0000E+00  1.7003E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.7003E-01  8.0135E-02  8.9892E-02  5.3423E-01
  8.0000E+00  2.0000E+00  5.7573E-01  0.0000E+00  3.0000E+00  2.0000E+00  5.7573E-01  3.4493E-01  2.3079E-01  1.3716E+00
  8.0000E+00  5.0000E+00  1.1306E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.1306E+00  1.1922E+00 -6.1616E-02 -3.6619E-01
  8.0000E+00  5.0000E+00  1.6524E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.6524E-01  1.2712E-01  3.8119E-02  2.2655E-01
  8.0000E+00  5.0000E+00  6.3250E-01  0.0000E+00  3.0000E+00  2.0000E+00  6.3250E-01  5.7944E-01  5.3055E-02  3.1531E-01
  8.0000E+00  1.0000E+01  4.3431E-01  0.0000E+00  1.0000E+00  2.0000E+00  4.3431E-01  6.3751E-01 -2.0320E-01 -1.2076E+00
  8.0000E+00  1.0000E+01  1.4448E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.4448E-01  1.1972E-01  2.4760E-02  1.4715E-01
  8.0000E+00  1.0000E+01  7.0745E-01  0.0000E+00  3.0000E+00  2.0000E+00  7.0745E-01  5.9762E-01  1.0983E-01  6.5273E-01
  8.0000E+00  1.5000E+01  3.7995E-01  0.0000E+00  1.0000E+00  2.0000E+00  3.7995E-01  3.4089E-01  3.9067E-02  2.3218E-01
  8.0000E+00  1.5000E+01  9.0680E-02  0.0000E+00  2.0000E+00  2.0000E+00  9.0680E-02  8.5080E-02  5.5994E-03  3.3277E-02
  8.0000E+00  1.5000E+01  3.9538E-01  0.0000E+00  3.0000E+00  2.0000E+00  3.9538E-01  4.6249E-01 -6.7111E-02 -3.9885E-01
  8.0000E+00  2.0000E+01  2.8875E-01  0.0000E+00  1.0000E+00  2.0000E+00  2.8875E-01  1.8228E-01  1.0647E-01  6.3276E-01
  8.0000E+00  2.0000E+01  9.2806E-02  0.0000E+00  2.0000E+00  2.0000E+00  9.2806E-02  5.4068E-02  3.8738E-02  2.3022E-01
  8.0000E+00  2.0000E+01  3.4735E-01  0.0000E+00  3.0000E+00  2.0000E+00  3.4735E-01  3.1829E-01  2.9068E-02  1.7275E-01
  8.0000E+00  3.0000E+01  1.2049E-01  0.0000E+00  1.0000E+00  2.0000E+00  1.2049E-01  5.2118E-02  6.8371E-02  4.0633E-01
  8.0000E+00  3.0000E+01  5.3929E-02  0.0000E+00  2.0000E+00  2.0000E+00  5.3929E-02  1.8746E-02  3.5183E-02  2.0910E-01
  8.0000E+00  3.0000E+01  2.3680E-01  0.0000E+00  3.0000E+00  2.0000E+00  2.3680E-01  1.2737E-01  1.0944E-01  6.5040E-01
  8.0000E+00  4.5000E+01  4.4634E-02  0.0000E+00  1.0000E+00  2.0000E+00  4.4634E-02  7.9682E-03  3.6666E-02  2.1791E-01
  8.0000E+00  4.5000E+01  2.6075E-02  0.0000E+00  2.0000E+00  2.0000E+00  2.6075E-02  3.2531E-03  2.2822E-02  1.3563E-01
  8.0000E+00  4.5000E+01  1.1091E-01  0.0000E+00  3.0000E+00  2.0000E+00  1.1091E-01  2.6414E-02  8.4500E-02  5.0219E-01
  8.0000E+00  6.0000E+01  2.5024E-02  0.0000E+00  1.0000E+00  2.0000E+00  2.5024E-02  1.2182E-03  2.3806E-02  1.4148E-01
  8.0000E+00  6.0000E+01  1.6076E-02  0.0000E+00  2.0000E+00  2.0000E+00  1.6076E-02  5.2347E-04  1.5552E-02  9.2430E-02
  8.0000E+00  6.0000E+01  6.3982E-02  0.0000E+00  3.0000E+00  2.0000E+00  6.3982E-02  4.8886E-03  5.9093E-02  3.5119E-01
  8.0000E+00  9.0000E+01  1.5093E-02  0.0000E+00  1.0000E+00  2.0000E+00  1.5093E-02  2.8477E-05  1.5064E-02  8.9529E-02
  8.0000E+00  9.0000E+01  9.5864E-03  0.0000E+00  2.0000E+00  2.0000E+00  9.5864E-03  1.2624E-05  9.5738E-03  5.6898E-02
  8.0000E+00  9.0000E+01  3.3657E-02  0.0000E+00  3.0000E+00  2.0000E+00  3.3657E-02  1.4296E-04  3.3514E-02  1.9918E-01
  8.0000E+00  1.2000E+02  4.3253E-03  0.0000E+00  1.0000E+00  2.0000E+00  4.3253E-03  6.6564E-07  4.3246E-03  2.5702E-02
  8.0000E+00  1.2000E+02  6.5767E-03  0.0000E+00  2.0000E+00  2.0000E+00  6.5767E-03  2.9685E-07  6.5764E-03  3.9084E-02
  8.0000E+00  1.2000E+02  9.3679E-03  0.0000E+00  3.0000E+00  2.0000E+00  9.3679E-03  3.7722E-06  9.3642E-03  5.5652E-02
  9.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  9.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  9.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  9.0000E+00  2.0000E+00  1.9669E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.9669E+00  1.7357E+00  2.3113E-01  1.3736E+00
  9.0000E+00  2.0000E+00  2.1916E-01  0.0000E+00  2.0000E+00  2.0000E+00  2.1916E-01  8.0135E-02  1.3903E-01  8.2626E-01
  9.0000E+00  2.0000E+00  6.3538E-01  0.0000E+00  3.0000E+00  2.0000E+00  6.3538E-01  3.4493E-01  2.9044E-01  1.7261E+00
  9.0000E+00  5.0000E+00  1.3074E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.3074E+00  1.1922E+00  1.1516E-01  6.8441E-01
  9.0000E+00  5.0000E+00  1.6775E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.6775E-01  1.2712E-01  4.0626E-02  2.4144E-01
  9.0000E+00  5.0000E+00  6.0942E-01  0.0000E+00  3.0000E+00  2.0000E+00  6.0942E-01  5.7944E-01  2.9974E-02  1.7814E-01
  9.0000E+00  1.0000E+01  4.6867E-01  0.0000E+00  1.0000E+00  2.0000E+00  4.6867E-01  6.3751E-01 -1.6884E-01 -1.0034E+00
  9.0000E+00  1.0000E+01  1.4338E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.4338E-01  1.1972E-01  2.3661E-02  1.4062E-01
  9.0000E+00  1.0000E+01  6.4427E-01  0.0000E+00  3.0000E+00  2.0000E+00  6.4427E-01  5.9762E-01  4.6651E-02  2.7725E-01
  9.0000E+00  1.5000E+01  3.8684E-01  0.0000E+00  1.0000E+00  2.0000E+00  3.8684E-01  3.4089E-01  4.5951E-02  2.7309E-01
  9.0000E+00  1.5000E+01  9.4490E-02  0.0000E+00  2.0000E+00  2.0000E+00  9.4490E-02  8.5080E-02  9.4094E-03  5.5921E-02
  9.0000E+00  1.5000E+01  4.0760E-01  0.0000E+00  3.0000E+00  2.0000E+00  4.0760E-01  4.6249E-01 -5.4885E-02 -3.2619E-01
  9.0000E+00  2.0000E+01  2.5985E-01  0.0000E+00  1.0000E+00  2.0000E+00  2.5985E-01  1.8228E-01  7.7572E-02  4.6102E-01
  9.0000E+00  2.0000E+01  8.4327E-02  0.0000E+00  2.0000E+00  2.0000E+00  8.4327E-02  5.4068E-02  3.0259E-02  1.7983E-01
  9.0000E+00  2.0000E+01  3.7647E-01  0.0000E+00  3.0000E+00  2.0000E+00  3.7647E-01  3.1829E-01  5.8182E-02  3.4578E-01
  9.0000E+00  3.0000E+01  1.9929E-01  0.0000E+00  1.0000E+00  2.0000E+00  1.9929E-01  5.2118E-02  1.4718E-01  8.7468E-01
  9.0000E+00  3.0000E+01  5.0445E-02  0.0000E+00  2.0000E+00  2.0000E+00  5.0445E-02  1.8746E-02  3.1699E-02  1.8839E-01
  9.0000E+00  3.0000E+01  2.4043E-01  0.0000E+00  3.0000E+00  2.0000E+00  2.4043E-01  1.2737E-01  1.1306E-01  6.7193E-01
  9.0000E+00  4.5000E+01  0.0000E+00  1.0000E+00  1.0000E+00  2.0000E+00  0.0000E+00  7.9682E-03  0.0000E+00  0.0000E+00
  9.0000E+00  4.5000E+01  0.0000E+00  1.0000E+00  2.0000E+00  2.0000E+00  0.0000E+00  7.9682E-03  0.0000E+00  0.0000E+00
  9.0000E+00  4.5000E+01  0.0000E+00  1.0000E+00  3.0000E+00  2.0000E+00  0.0000E+00  7.9682E-03  0.0000E+00  0.0000E+00
  9.0000E+00  6.0000E+01  2.8335E-02  0.0000E+00  1.0000E+00  2.0000E+00  2.8335E-02  1.2182E-03  2.7117E-02  1.6116E-01
  9.0000E+00  6.0000E+01  1.5050E-02  0.0000E+00  2.0000E+00  2.0000E+00  1.5050E-02  5.2347E-04  1.4527E-02  8.6334E-02
  9.0000E+00  6.0000E+01  5.6215E-02  0.0000E+00  3.0000E+00  2.0000E+00  5.6215E-02  4.8886E-03  5.1327E-02  3.0504E-01
  9.0000E+00  9.0000E+01  0.0000E+00  1.0000E+00  1.0000E+00  2.0000E+00  0.0000E+00  2.8477E-05  0.0000E+00  0.0000E+00
  9.0000E+00  9.0000E+01  2.1180E-02  0.0000E+00  2.0000E+00  2.0000E+00  2.1180E-02  1.2624E-05  2.1168E-02  1.2580E-01
  9.0000E+00  9.0000E+01  2.8069E-02  0.0000E+00  3.0000E+00  2.0000E+00  2.8069E-02  1.4296E-04  2.7926E-02  1.6597E-01
  9.0000E+00  1.2000E+02  2.3972E-03  0.0000E+00  1.0000E+00  2.0000E+00  2.3972E-03  6.6564E-07  2.3965E-03  1.4243E-02
  9.0000E+00  1.2000E+02  1.4148E-02  0.0000E+00  2.0000E+00  2.0000E+00  1.4148E-02  2.9685E-07  1.4148E-02  8.4080E-02
  9.0000E+00  1.2000E+02  7.0109E-03  0.0000E+00  3.0000E+00  2.0000E+00  7.0109E-03  3.7722E-06  7.0071E-03  4.1644E-02
  1.0000E+01  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  1.0000E+01  2.0000E+00  1.2249E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.2249E+00  1.7357E+00 -5.1082E-01 -3.0358E+00
  1.0000E+01  2.0000E+00  2.1278E-01  0.0000E+00  2.0000E+00  2.0000E+00  2.1278E-01  8.0135E-02  1.3265E-01  7.8834E-01
  1.0000E+01  2.0000E+00  4.5952E-01  0.0000E+00  3.0000E+00  2.0000E+00  4.5952E-01  3.4493E-01  1.1459E-01  6.8102E-01
  1.0000E+01  5.0000E+00  1.0414E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.0414E+00  1.1922E+00 -1.5082E-01 -8.9636E-01
  1.0000E+01  5.0000E+00  1.7740E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.7740E-01  1.2712E-01  5.0278E-02  2.9880E-01
  1.0000E+01  5.0000E+00  5.6877E-01  0.0000E+00  3.0000E+00  2.0000E+00  5.6877E-01  5.7944E-01 -1.0679E-02 -6.3465E-02
  1.0000E+01  1.0000E+01  5.3290E-01  0.0000E+00  1.0000E+00  2.0000E+00  5.3290E-01  6.3751E-01 -1.0460E-01 -6.2166E-01
  1.0000E+01  1.0000E+01  1.3067E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.3067E-01  1.1972E-01  1.0945E-02  6.5049E-02
  1.0000E+01  1.0000E+01  4.3700E-01  0.0000E+00  3.0000E+00  2.0000E+00  4.3700E-01  5.9762E-01 -1.6062E-01 -9.5458E-01
  1.0000E+01  1.5000E+01  3.5149E-01  0.0000E+00  1.0000E+00  2.0000E+00  3.5149E-01  3.4089E-01  1.0602E-02  6.3009E-02
  1.0000E+01  1.5000E+01  8.9212E-02  0.0000E+00  2.0000E+00  2.0000E+00  8.9212E-02  8.5080E-02  4.1318E-03  2.4556E-02
  1.0000E+01  1.5000E+01  3.3382E-01  0.0000E+00  3.0000E+00  2.0000E+00  3.3382E-01  4.6249E-01 -1.2867E-01 -7.6469E-01
  1.0000E+01  2.0000E+01  2.3222E-01  0.0000E+00  1.0000E+00  2.0000E+00  2.3222E-01  1.8228E-01  4.9942E-02  2.9681E-01
  1.0000E+01  2.0000E+01  8.7086E-02  0.0000E+00  2.0000E+00  2.0000E+00  8.7086E-02  5.4068E-02  3.3018E-02  1.9623E-01
  1.0000E+01  2.0000E+01  3.4320E-01  0.0000E+00  3.0000E+00  2.0000E+00  3.4320E-01  3.1829E-01  2.4910E-02  1.4804E-01
  1.0000E+01  3.0000E+01  1.2559E-01  0.0000E+00  1.0000E+00  2.0000E+00  1.2559E-01  5.2118E-02  7.3475E-02  4.3667E-01
  1.0000E+01  3.0000E+01  6.4835E-02  0.0000E+00  2.0000E+00  2.0000E+00  6.4835E-02  1.8746E-02  4.6089E-02  2.7391E-01
  1.0000E+01  3.0000E+01  2.4018E-01  0.0000E+00  3.0000E+00  2.0000E+00  2.4018E-01  1.2737E-01  1.1281E-01  6.7046E-01
  1.0000E+01  4.5000E+01  5.0930E-02  0.0000E+00  1.0000E+00  2.0000E+00  5.0930E-02  7.9682E-03  4.2962E-02  2.5533E-01
  1.0000E+01  4.5000E+01  2.2871E-02  0.0000E+00  2.0000E+00  2.0000E+00  2.2871E-02  3.2531E-03  1.9617E-02  1.1659E-01
  1.0000E+01  4.5000E+01  8.7548E-02  0.0000E+00  3.0000E+00  2.0000E+00  8.7548E-02  2.6414E-02  6.1134E-02  3.6333E-01
  1.0000E+01  6.0000E+01  2.4198E-02  0.0000E+00  1.0000E+00  2.0000E+00  2.4198E-02  1.2182E-03  2.2980E-02  1.3657E-01
  1.0000E+01  6.0000E+01  1.3338E-02  0.0000E+00  2.0000E+00  2.0000E+00  1.3338E-02  5.2347E-04  1.2814E-02  7.6155E-02
  1.0000E+01  6.0000E+01  5.4574E-02  0.0000E+00  3.0000E+00  2.0000E+00  5.4574E-02  4.8886E-03  4.9686E-02  2.9529E-01
  1.0000E+01  9.0000E+01  1.1054E-02  0.0000E+00  1.0000E+00  2.0000E+00  1.1054E-02  2.8477E-05  1.1026E-02  6.5527E-02
  1.0000E+01  9.0000E+01  6.4459E-03  0.0000E+00  2.0000E+00  2.0000E+00  6.4459E-03  1.2624E-05  6.4332E-03  3.8233E-02
  1.0000E+01  9.0000E+01  1.7090E-02  0.0000E+00  3.0000E+00  2.0000E+00  1.7090E-02  1.4296E-04  1.6947E-02  1.0072E-01
  1.0000E+01  1.2000E+02  0.0000E+00  1.0000E+00  1.0000E+00  2.0000E+00  0.0000E+00  6.6564E-07  0.0000E+00  0.0000E+00
  1.0000E+01  1.2000E+02  0.0000E+00  1.0000E+00  2.0000E+00  2.0000E+00  0.0000E+00  6.6564E-07  0.0000E+00  0.0000E+00
  1.0000E+01  1.2000E+02  0.0000E+00  1.0000E+00  3.0000E+00  2.0000E+00  0.0000E+00  6.6564E-07  0.0000E+00  0.0000E+00
  1.1000E+01  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  1.1000E+01  0.0000E+00  0.0000E+00  1.0000E+00  2.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  1.1000E+01  0.0000E+00  0.0000E+00  1.0000E+00  3.0000E+00  2.0000E+00  0.0000E+00  2.2296E+00  0.0000E+00  0.0000E+00
  1.1000E+01  2.0000E+00  1.0038E+00  0.0000E+00  1.0000E+00  2.0000E+00  1.0038E+00  1.7357E+00 -7.3191E-01 -4.3498E+00
  1.1000E+01  2.0000E+00  1.1878E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.1878E-01  8.0135E-02  3.8646E-02  2.2968E-01
  1.1000E+01  2.0000E+00  5.1009E-01  0.0000E+00  3.0000E+00  2.0000E+00  5.1009E-01  3.4493E-01  1.6515E-01  9.8151E-01
  1.1000E+01  5.0000E+00  6.3303E-01  0.0000E+00  1.0000E+00  2.0000E+00  6.3303E-01  1.1922E+00 -5.5920E-01 -3.3234E+00
  1.1000E+01  5.0000E+00  8.8295E-02  0.0000E+00  2.0000E+00  2.0000E+00  8.8295E-02  1.2712E-01 -3.8828E-02 -2.3076E-01
  1.1000E+01  5.0000E+00  5.5544E-01  0.0000E+00  3.0000E+00  2.0000E+00  5.5544E-01  5.7944E-01 -2.4006E-02 -1.4267E-01
  1.1000E+01  1.0000E+01  5.0771E-01  0.0000E+00  1.0000E+00  2.0000E+00  5.0771E-01  6.3751E-01 -1.2980E-01 -7.7140E-01
  1.1000E+01  1.0000E+01  1.0341E-01  0.0000E+00  2.0000E+00  2.0000E+00  1.0341E-01  1.1972E-01 -1.6314E-02 -9.6954E-02
