TABLE NO.  2
 ID          KA          K20         K30         V2          DV          PRED        RES         WRES
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  7.5230E-02  5.9797E-02  1.5433E-02  1.1308E-01
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  2.9453E-01  2.9879E-01 -4.2588E-03 -3.1206E-02
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  2.9694E-01  1.7039E-01  1.2655E-01  9.2731E-01
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  6.5308E-02  4.2524E-02  2.2784E-02  1.6694E-01
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  2.6111E-01  2.3112E-01  2.9990E-02  2.1975E-01
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  1.9322E-01  9.1098E-02  1.0212E-01  7.4830E-01
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  3.8275E-02  2.7040E-02  1.1235E-02  8.2322E-02
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  1.6223E-01  1.5898E-01  3.2506E-03  2.3819E-02
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  1.4249E-01  2.6041E-02  1.1645E-01  8.5325E-01
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  4.2253E-02  9.3841E-03  3.2869E-02  2.4084E-01
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  1.5744E-01  6.3561E-02  9.3879E-02  6.8789E-01
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  6.7844E-02  3.9800E-03  6.3864E-02  4.6796E-01
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  2.5643E-02  1.6299E-03  2.4013E-02  1.7595E-01
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  9.8244E-02  1.3165E-02  8.5079E-02  6.2341E-01
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  6.0829E-04  0.0000E+00  0.0000E+00
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  2.6239E-04  0.0000E+00  0.0000E+00
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  2.4336E-03  0.0000E+00  0.0000E+00
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  1.4209E-05  0.0000E+00  0.0000E+00
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  6.3279E-06  0.0000E+00  0.0000E+00
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  7.1010E-05  0.0000E+00  0.0000E+00
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  3.3190E-07  0.0000E+00  0.0000E+00
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  1.4873E-07  0.0000E+00  0.0000E+00
  5.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  1.8701E-06  0.0000E+00  0.0000E+00
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  8.6144E-01  8.6784E-01 -6.4000E-03 -4.6895E-02
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  1.2276E-01  3.9974E-02  8.2787E-02  6.0661E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  2.6256E-01  1.7259E-01  8.9969E-02  6.5923E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  7.6169E-01  5.9606E-01  1.6563E-01  1.2136E+00
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  9.4595E-02  6.3445E-02  3.1150E-02  2.2825E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  2.8544E-01  2.8984E-01 -4.4052E-03 -3.2279E-02
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  4.4780E-01  3.1868E-01  1.2911E-01  9.4606E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  8.2742E-02  5.9797E-02  2.2945E-02  1.6812E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  2.7371E-01  2.9879E-01 -2.5079E-02 -1.8377E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  2.0702E-01  1.7039E-01  3.6634E-02  2.6843E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  3.6878E-02  4.2524E-02 -5.6467E-03 -4.1375E-02
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  1.6792E-01  2.3112E-01 -6.3197E-02 -4.6307E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  1.9260E-01  9.1098E-02  1.0150E-01  7.4372E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  3.6816E-02  2.7040E-02  9.7759E-03  7.1632E-02
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  1.3813E-01  1.5898E-01 -2.0852E-02 -1.5279E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  9.9141E-02  2.6041E-02  7.3100E-02  5.3563E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  2.4646E-02  9.3841E-03  1.5262E-02  1.1183E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  1.0749E-01  6.3561E-02  4.3926E-02  3.2186E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  2.2549E-02  3.9800E-03  1.8569E-02  1.3606E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  1.0228E-02  1.6299E-03  8.5982E-03  6.3002E-02
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  5.3779E-02  1.3165E-02  4.0614E-02  2.9760E-01
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  6.0829E-04  0.0000E+00  0.0000E+00
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  2.6239E-04  0.0000E+00  0.0000E+00
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  2.4336E-03  0.0000E+00  0.0000E+00
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  1.4209E-05  0.0000E+00  0.0000E+00
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  6.3279E-06  0.0000E+00  0.0000E+00
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  7.1010E-05  0.0000E+00  0.0000E+00
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  3.3190E-07  0.0000E+00  0.0000E+00
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  1.4873E-07  0.0000E+00  0.0000E+00
  6.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  1.8701E-06  0.0000E+00  0.0000E+00
  7.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.0000E+00  1.7327E-02  1.7937E-01  1.4015E-01  2.8903E-01  1.6538E+00  1.7358E+00 -8.1982E-02 -6.0071E-01
